"SCORE","GUESS","TRUTH","TEXT"
"0.6294762310811541","n","n","And, @Marvel @Disney, I get that the people running these accounts are not the movie decision makers, but we deserve a #blackwidowmovie"
"0.6191321285011082","n","p","They sell alcohol at @DisneyOnIce so it's more like Disney on the rocks."
"0.6166561834189707","n","p","The groom looked like a Disney prince and the bride was stunningly radiant, as is tradition."
"0.6059006415340281","n","n","its like if I got mad at ppl dressing up as Mulan or if white ppl got mad at someone wearing a disney princess costume JUST GET OVER IT fuck"
"0.6058282121336203","n","o","I also wanted to be a ballerina, a news anchor, a burlesque dancer, a princess in Disney world, or a mermaid in the mermaid shows..."
"0.6033271476316551","n","o","""It's kind of fun to do the impossible."" -- Walt Disney  #fb"
"0.5962328162542181","n","n","Them 80's and 90's disney movies they dont show on tv anymore be the best ones. 😩"
"0.5949524306019089","n","p","Look Disney Infinity figures look great so it's possible to have good looking figures at that price just saying #ShotsFired"
"0.5869275695888017","n","p","Forever sleeping downstairs with the puppy and staying up late watching Disney films"
"0.5839545426672701","n","n","a lot of disney sequels suck but if u talk shit about the little mermaid 2 i will fuck u up"
"0.573013556849658","n","n","When are they gonna make a Tinkerbell movie about how she meets Peter? Like come on @Disney? Shouldn't that have been the first one?"
"0.5714416754635054","n","p","@afourari the disney princess half marathon with my daughter.  It was the most exciting thing I have ever done."
"0.5711174608591911","n","o","Emma and Regina should be canon. Even Disney is upgrading the way they tell stories. They no longer focus on Pirates"
"0.5679762387187265","n","n","It's fitting that there's a Bulleit billboard and a Disney on Ice billboard right next to each other."
"0.5633541039012387","n","n","I would rather entertain and hope that people learned something than educate people and hope they were entertained. - Walt Disney"
"0.5525384647189008","n","n","@housetoastonish Actually, isn't the bear fight Keane's first solo work? It is certainly a Disney animation on the ropes, though."
"0.5499500017122144","n","o","Is anyone gonna watch that LeBron James ""Becoming"" Gifted show on Disney XD?"
"0.5499098980663942","n","n","Who even are these kid actors on Disney anymore and where the hell did they pull them from"
"0.5478434489562167","n","o","i just sat down all day with my friend watching disney films eating skittles like it was great, how people hate disney films idk"
"0.5406499054663532","n","o","phill from the future, that's so raven, recess, proud family, kim possible, american dragon, pepperann foram os melhores da disney"
"0.5216976661858213","n","o","sarah sneezes like a disney princess.' tru."
"0.5295891528623144","n","p","@TheRealFTA the only figures I've seen that remain true to their actual designs from e3 or ads is Disney Infinity. Sucks about the amiibos"
"0.5286529203835288","n","o","@RedQueenCoder Still does, even outside of princess-dom. Vanellope. Mittens. Lilo and Nani. #disney"
"0.527743348469634","n","n","I was never big on cartoon movies growing up. Especially Disney. Lol but when it comes to the penguins of Madagascar I'm such a child"
"0.5148506876483868","n","n","It's embarrassing af Ariana Grande really played that character on Disney lmfao like wtf"
"0.5121513785439528","n","n","@housetoastonish I don't recall it being charmless, persay, so much as watered down hash of Bambi + mid-60s Disney on the Cheap."
"0.508793933727353","n","o","Ezra looks a lot like Aladdin. They even called him a street rat. #StarWarsRebels #disney"
"0.5040113299902046","n","n","Pumba from ""The Lion King"" was the first character to fart in a Disney movie."
"0.5031955090839072","n","o","@RickyPDillon U and the boys should dress up as Disney princesses"
"0.49943386040269744","n","p","I downloaded the Disney World app. We’re not going for a year. I have a problem."
"0.49514473292690725","n","n","i wish Disney channel showed that episode of suit life of zack and cody: the ghost of 214"
"0.48964058691237056","n","n","@DeeZee35 it's on Disney channel and it's a disgrace."
"0.48803380326164475","n","o","The difference between me and Theo is that he's watching Blue is the Warmest Colour at 23.50 and I'm watching Disney's Frozen"
"0.48619342438796764","n","p","Cut him a Lil cake with very few ppl on his actual birthday. & than few days later take him to Disney world so he can meet his favorite ."
"0.48312906956619167","n","n","#BecauseOfCartoons i know i'd rather inhabit the Warnerverse than the Disney"
"0.47990344485668873","n","n","Man if this turns into something, and I end up with tree boy it's like some stupid Disney channel show"
"0.47559297718224536","n","n","One would think that by 25, I'd be doing something cooler than doodling by myself in my room listening to Disney princess songs, but alas..."
"0.4738484933626954","n","p","@jemmmafitz oh yeah, they're airing the first ep of a new disney xd show"
"0.4711397519558328","n","n","/i miss japan Disney Store tho /they had really cool not shitty looking disney shirts for adults and the luggage and the dishware"
"0.47063978623594577","n","o","So this weekend one of the guys who animated a lot of Disney films like the Lion king sketched me and a bunch of other crew members."
"0.46712152783149513","n","p","Disney should release the Star Wars teaser in front of Into The Woods this Christmas. That would be incredible."
"0.4665246498837361","n","p","Sometimes i try and sing like a disney princess tbh👸 like with the hand gestures and everything"
"0.46594433893043496","n","o","If you're at downtown disney come to the Starbucks by the house of blues"
"0.464874005127734","n","p","@dragonluvr69 Well now we know that cars are real. Disney got it right for once."
"0.4631611749081746","n","n","@ayeedamian really you go to disney when its the one time im not there like BRUHH..."
"0.46302185375836985","n","n","All of the Disney stars look like they are 7"
"0.4614708111713628","n","o","Disney's EPCOT theme park was originally meant to be a utopian city with a population of 20,000."
"0.45454373703307693","n","n","Go look at skylanders/Disney Infinity figures. More cartoony than the likes of Marth and peach, both have some with poor paint aps"
"0.4517333269994781","n","o","I think I might just cuddle up in something warm and watch Disney films. Get the feeling I'm not sleeping well again tonight. #insomnia"
"0.45064259538725754","n","p","Like mom isn't that a big hint that you should maybe take me to disney soon"
"0.4505006389442801","n","o","I have a love hate relationship with Disney's The Princess and the Frog #BGNPodcast"
"0.4501277061826347","n","p","""Colours of the Wind"" will forever be my favourite Disney song"
"0.44539114268458285","n","n","i'm at a frozen live performence with kids i babysit and i'm ngl i started crying at let it go bc im GAY DISNEY TRASH"
"0.4414767184290382","n","o","1999:At Disneyland, a Main Street Window is dedicated to the former Chairman of the Walt Disney Attractions, Dick Nunis."
"0.4356492860265491","n","o","Just used the word dainty in a sentence  and now I'm the lead choreographer for Disney on Ice."
"0.432644391500702","n","n","Watching doc mcstuffins with my toddler and a toy just got beeped. So now they curse on disney junior?"
"0.43062381491443674","n","p","Dream vacation would be going to Tokyo Disney Resort with my mom, grandparents, & aunts.Looking forward to #OneMoreDay #OneMoreDaySweeps"
"0.429154213811376","n","o","I saw the cutest little boy last night at disney, he was there for make a wish and i almost started crying it made me so sad"
"0.42654483208533484","n","n","The film 'Dinosaur' by Disney where most of the characters are fucking MONKEYS"
"0.42621478388857015","n","o","@kittea24 @Lady_Klaine Yes I know lol, it was just a reference bc of the turbant and that he said that Aladdin is his fav Disney Character"
"0.42475258834617996","n","o","and I hate the Colts.. so bravo Pitt"
"0.4227447446443558","n","o","Fun Disney countdown idea.  My kids made a Disney colored paperchain.  Each day they tore a strip off."
"0.4210386254281915","n","o","“It’s not hard to make decisions when you know what your values are.” – Roy Disney."
"0.41878896543804023","n","o","No matter what Maggy tells you, I did not cry at the Frozen singalong at Disney."
"0.41453708483208135","n","p","Getting ready for Interstellar by watching Disney's Rocketman. Totally kidding...maybe."
"0.41276792139278906","n","o","�I do not like to repeat successes, I like to go on to other things.� -Walt Disney"
"0.41184129779710854","n","n","Okay, SURE I'm not a kid anymore (legally speaking) but is it really wrong to surround myself with Disney merch?"
"0.41124038189666795","n","o","@SaraMarkss what's crystal gonna be? A Disney princess ??"
"0.40994093200379084","n","o","Watching Hal Sparks on one of my kids shows on Disney channel will never not be weird. He'll always be Michael to me #QueerAsFolk"
"0.4080801330736356","n","n","Darth Vade dancing to Metallica. Sadly, Disney made this happen. How do you feel now?"
"0.9768718169018387","p","p","OMG OMG OMG!!! Johnny Depp starting new Disney movie ""into the woods""!!! Out January 2015!!! OMG OMG!!! I LOVE YOU JOHNNY 😍😍😍😍😍😍😍🙊🙊🙊🙊🙊🙊"
"0.9652478377582068","p","p","DISNEY IS LESS THAN 2 DAYS AWAY!!!!!!!!!!!!!!!"
"0.9584613691830618","p","p","All of my Disney and Universal theme park cravings have been satisfied!! I can't ask for a better week of fun!!!"
"0.9477492424567621","p","p","My great aunt on my dads side is in Disney right ! oh I hope she stays to see @JoeyRazz2 and I on Saturday ❤️"
"0.9381515840979181","p","p","I would love to pay it forward and take my family on vacation to Disney World!!!!!  #OneMoreDay #OneMoreDaySweeps"
"0.9308928339234235","p","p","If god grant me my wish I will be taking prince and Mumu to Disney for the holidays I'm such a big kid but I love Disney for Christmas 😘"
"0.9286531288151497","p","p","Its really good and I love it but I actually love paatf more
but tgmd is still my favorite disney movie
//shrugs and falls over"
"0.9159490618449883","p","p","I would love to pay it forward and take my family on vacation to Disney World!!!!  #OneMoreDay #OneMoreDaySweeps"
"0.9086957848230679","p","p","my birthday was last week and I've only been in disney for 7 hours and they already remembered my bday more than my friends did"
"0.9082002921435134","p","p","Dream vacation would be going to Tokyo Disney Resort with my mom, grandparents, & aunts. I would love #OneMoreDay #OneMoreDaySweeps !!!!!!!!"
"0.8960089423323112","p","o","""Isaac! You can't relate BDSM to Disney!!!!!!"" #treasureplanet #shitmyfriendsaid"
"0.8950912933601816","p","p","Monsters inc. is one of my favorite disney movies 👾🚪🎀👧🐱"
"0.8909078166830676","p","p","This I accidentally made someone fall in love with me because i love Disney so much and so does he😳"
"0.8890158087935853","p","p","I come home from maine and mom is watching Disney channel and Despicable me 💛👌😍"
"0.8871510006338057","p","p","I was upset bc I was leaving disney but then I realized that I have an annual pass and I live 30 minutes away 💁"
"0.8857562338306124","p","o","@sophiamooore where are you!!!!? I'm at the Disney place took!!!!!!!"
"0.8849237331915857","p","p","I would love to pay it forward and take my family on vacation to Disney World!!!  #OneMoreDay #OneMoreDaySweeps"
"0.8847411954465714","p","p","I totally love that @falloutboy has a song for #BigHero6! Disney and one of my favorite bands unite!"
"0.8845679439755374","p","o","I wish I tried in high school the amount of studying I do now is redonkulous like I could've had a 3.5 or higher in high school if I tried"
"0.8819058687218654","p","p","Dream vacation would be going to Tokyo Disney Resort with my mom, grandparents, & aunts. I would love #OneMoreDay #OneMoreDaySweeps !!!!!!!"
"0.8759260834916271","p","p","i'm wearing half a tutu and sitting on my bed with my stuffed bear and dinosaur under my disney princess blanket. I SWEAR I AM AN ADULT."
"0.8734030743120521","p","p","I really just want a whole day of a Disney movie marathon please! 😊💕✌🎬"
"0.8690626722401992","p","p","on my way to Disney Land and finally convinced my mom to get @theVoicePlay Once Upon An Ever After 💜💙❤️💚💛"
"0.8648292926070661","p","p","In honor of Halloween and my love of Disney. I'm changing my twitter to a Princess Tiana account."
"0.8563643846511122","p","p","I'll make my dreams come true and ill make them happen without you 👌 #newyork #disney #myfuture"
"0.8544929737566038","p","p","I really wanted to go to Disney on Ice tonight. Take me with you!!! Please?   👑🎀💜"
"0.8507571880150449","p","p","@Original_MC3 I'll watch it again !!! Probably my favorite Disney movie ! Don't forget about my sully pillow pet ! Lol"
"0.8373112715010793","p","p","Walt Disney radio is a permanent station on my Pandora. I will sit and listen to movie soundtracks for hours"
"0.8311933760183481","p","p","Monsters Inc is on?! There goes the rest of my day... #nevertooold for #disney"
"0.8277313810040484","p","p","The thoughts of waking up at 7am on a bank holiday Monday is killing me. 
Why can't I just stay in bed all day and watch Disney films? 😞🌹"
"0.8163641263263057","p","n","my mom will let my 13year old sister go to Washington by herself but won't let me go to Disney for 2 days with my bestfriend that she's -"
"0.8104677073240866","p","p","when I say the great mouse detective is my favorite disney movie im not even sure why
like it definitely is
but i dont know why"
"0.8067000462505237","p","p","I can't wait to go to Disney for Christmas 😍🏰🐭✨"
"0.8045929886282669","p","p","Dream vacation would be going to Tokyo Disney Resort with my mom, grandparents, & aunts. I would love #OneMoreDay #OneMoreDaySweeps !!!!!"
"0.8016166774627725","p","n","That moment where all you want to do is watch all those Disney Halloween based movies yet none of the good ones are on Netflix 😢"
"0.8014290400567823","p","p","My face breaking out my hair messing up and I burned myself today! All bad but it still doesn't ruin the fact that I got accepted for Disney"
"0.800308297793085","p","p","I would love to work at Disney I love everything they do and create and wow its dream of mine honestly "
"0.7965564968165868","p","o","I can open your eyes
Take you wonder by wonder
Over，sideways and under
On a magic carpet ride"
"0.7922987497355133","p","n","@QueenEvelyn815 @yasminwriter18 @LanasEvil_Regal OMFG!!!!! DISNEY WORLD GETS NONE OF THAT!!!! 😭😭😭😭😭😭"
"0.788861439858366","p","p","I feel like I'm a little girl again, because I'm watching my all time favorite Disney movie which is Pocahontas❤️"
"0.7813075624394867","p","p","Congrats to Joseph Bell and Taylor Victoria Kirkley! The wedding was beautiful and have a blast in Disney! I hope to see tons of pictures..."
"0.7772093452840735","p","p","my sister came in my room dancing to old disney songs lol im done"
"0.7762524264387146","p","p","Great day at Disney with @sarah_perone98 ❤️❤️❤️❤️❤️"
"0.7712868260589658","p","p","I will never be to old for Disney movies 😋🎃👻"
"0.7664246720757983","p","o","my camera roll is disney af & like 92863156 pics of my dogs oops"
"0.7661315561518862","p","n","@senduhrella yes😅 I just need help to my car. Then help driving home. Then help into bed. Then help to put a Disney movie on😭"
"0.764917533337525","p","p","Will someone go to Disney with me for my 18th birthday?¿ please & thank you"
"0.7618480585250802","p","n","@IameJordan27 I'm just imagining us all being squaded in the airport and then arriving in disney like 😎👸💁"
"0.7584193059855039","p","p","SO RIGHT NOW ON DISNEY CHANNEL MONSTERS, INC. IS ON!!!! BEST MOVIE!!!🙉📺"
"0.7557533657870379","p","o","who thinks the AP quiz is on wed and not fri 😳👊 me me"
"0.7553142617829449","p","p","Yay! T-2 weeks 'til I head 2 L.A and go 2 disney and universal... Can't wait😁☺️😱"
"0.7503998634344133","p","p","Found out I get free tickets to Disney World! And it's only 2 hours away 🙌🙌🙌"
"0.744246237210388","p","p","yes I am 18 . yes I have been to Disney a billion times, but I still get excited to go even if I was there last month !"
"0.743508228406575","p","n","Sorry not sorry for all the Disney cruise line spam !! 😂😍👏🚢⚓️"
"0.7434561291559797","p","o","Nighty night tweeters! I gots dreams to fulfil! Bring it on Monday! 👸😍
#minniemouse #disney #bedtime #sohappy http://t.co/a6m5A1fl5Y"
"0.7335019642563507","p","p","All our dreams can come true if we have the courage to pursue them. -Walt Disney #motivation #goals"
"0.7329821649307168","p","p","When I was younger I swore on everything that even when I got old I wouldn't stop watching Disney Channel."
"0.7322084431506104","p","p","New Tinker Bell & the Disney Fairies movie?? Yaaaaay!!! 😉"
"0.7294852530956233","p","p","I'm jealous that my sister is down in Disney 💔"
"0.7276374657835305","p","p","This cup is so cute! 🐸❤️👑 #ThePrincessandTheFrog #Disney #DisneyPrincess #Disneymerchandise http://t.co/yfuog0Rave"
"0.724640193440929","p","o","Please let me know if you guys would buy some disney ornaments! If make this shop I want to make sure you guys will actually buy some!"
"0.7243599197700747","p","o","My mom carved my son a pumpkin...OLAF!!!
#Olaf #frozen #pumpkin #carving #disney #love #instpic… http://t.co/Y3lpnzNVCj"
"0.723514898980021","p","o","Monday lunchtime at 1pm - our half-term FAMILY CONCERT. @thegatearts FREE!!! Come and join us for some Disney classics and a sing along!"
"0.7196095168674452","p","n","This Disney videó don""t working in my country unfortunately so I can""t watching ! :(("
"0.7164099684533266","p","p","Got accepted to the Disney college program. 😊😊😊😊😊"
"0.7147697757454188","p","n","I'm watching Disney channel and this girl who is like 20 is getting married? What are they teaching kids these days!"
"0.7140003928869983","p","n","I don't believe a VW Beetle could race to the levels of a Jaguar E-type. #herbie #love #bug #sky #disney #hd"
"0.70800666474956","p","p","My Disney friends are my only friends lol😂😭"
"0.7060503951972921","p","p","I would love to pay it forward and take my family on vacation to Disney World  #OneMoreDay #OneMoreDaySweeps"
"0.7051755677159147","p","p","Having a massive Disney singalong in my flat! Such a fun evening"
"0.7042196419444446","p","p","@WDWGolfer thanks Marc! I wish all my Disney friends could be here tonight!"
"0.7022747510261542","p","n","I feel old cause I don't recognize anyone on Disney channel anymore!"
"0.6959164197012191","p","p","Only time I'll ever watch Disney XD is if LeBron is on there. That is tonight."
"0.6912280720775418","p","p","Listening to classic disney movie songs while studying is making it so much more bearable 👌"
"0.6895125296428782","p","n","I want the old Disney channel to come back😓"
"0.6892883630769048","p","p","Man Disney comes in handy once in a while #InnerChild #Disney"
"0.688205111914077","p","p","LILO and Stich is my all time fav Disney movie👌💁😍💜 http://t.co/WEwhBX8M77"
"0.6875273048304021","p","p","Shouldn't be wishing my life away lol but just RLY want a baby and to get married and decorate my house and family trips to disney land ☺️☺️"
"0.6873926325648142","p","p","I've been called a princess so many times at Disney that now my response to everything will be ""I'm princess Demi your argument is invalid""👑"
"0.6850409165394529","p","o","I can die in peace when Disney plays Bob the Butler again"
"0.6824703866268405","p","n","@housetoastonish I guess I feel like being watered down pap in the tradition of classic Disney animation is still in the tradition."
"0.678980049012141","p","p","I still get excited when I hear what halloween Disney movies are coming on."
"0.6789317999372828","p","o","Purchase  my gf's plane tickets to Orlando for her internship to Walt disney world in February. #shesleavingme 😿"
"0.6753809531647256","p","p","i think my favorite disney princess is merida, hoooow can i get her hair??"
"0.6744989690267988","p","n","@Kylie_mitchell No for Disney! I got a job there starting in Feb. and I'm trying to find roommates"
"0.672459110694722","p","p","Watching Disney Movies on a Sunday night after doing all my homework makes me feel happy for once 😀"
"0.6722567971848502","p","p","all time favorite disney movie is on. 😍😍 #monstersInc"
"0.6715731411116305","p","p","@FRONZ1LLA tweeting me a selfie of u in disney is cool too"
"0.6708344650776809","p","p","I want cuddles and Disney movies! Is that too much to ask for ?"
"0.6697858175817119","p","p","I'm so overjoyed rn cause the disney store outlet had a disneyland clearance of fity percent off! 😭😍😭😍"
"0.668238679260124","p","p","One month from tomorrow I'll be in Disney World 🙌😍🐭🎆"
"0.6670956475108273","p","p","@rachelroseee_ dats fo real hamie.! see you tomorrow bruh.! don't forget we're going to Disney world tomorrow.! 😈💯✔️😤"
"0.6665731875252577","p","p","Booking a trip to disney for thanksgiving = dream come true😁👫"
"0.6624765976975491","p","o","@cait_clem I used to back in the day 😢😅 I haven't vined as much as I used to!"
"0.6610019067950359","p","p","Kiss the girl will always be my favorite Disney song 🐚🌊💗"
"0.6574586218957382","p","p","favorite movie is on disney 😌"
"0.654202737644064","p","p","I just wanna cuddle & watch Disney Halloween movies 😍🎃‼️👻"
"0.650832916412588","p","p","Monsters inc is on disney channe😬😬"
"0.6489877336289265","p","p","me and eboni are really sitting in our beds singing disney songs 😂"
"0.6485659375755849","p","p","y is everyone going to Disney?! 😭"
"0.6466855032653941","p","n","i took @SamMilando to disney world for my birthday and then she didnt invite me to her birthday dinner... like wow saaaaaameeeeeeeee"
"0.6456312827226345","p","p","I'm going to disney in three days. AHH 💖"
"0.6443136627900494","p","p","A 6 hour car ride home and my parents blast Disney music the whole way😂🔊🎶I'm gonna miss times like this so much😫"
"0.640252490792989","p","o","I hate being on my period so much I literally just cried by watching a Disney trailer Jesus Christ"
"0.6388331663799801","p","p","How have I never watched Brave before?! Such a good Disney movie, had me in tears 🙈"
"0.6379619257551133","p","p","twitches will always be my favorite Halloween Disney movie😍"
"0.6363836010677791","p","p","“All our dreams can come true – if we have the courage to pursue them.”            -Walt Disney"
"0.6356593672018247","p","p","My music is a mix of screamo & Disney songs lol"
"0.6327736963140875","p","n","This disney thing is distracting me and I haven't gotten any homework done..."
"0.6324617622801282","p","n","How is it that @lilly_l0v3 is my neighbor for my whole life, she's seen every disney movie known to man & I've never seen one! TFTI, bitch!"
"0.6317735629521857","p","p","You are never too old for Disney movies 😍"
"0.6292929549602242","p","p","i luv old disney songs 💖"
"0.6272181052837587","p","p","fyi despicable me is on disney channel"
"0.6262372272300147","p","n","I've photo bombed so many Disney World Selfies today I think I should be in the fuckin Taliban #Selfie"
"0.6259513098599981","p","o","Doing training stuff for my work... Using disney characters! #yass"
"0.6246935361199321","p","p","if you've ever told me I should sing for disney, you don't even know how much that means to me 😭❤️"
"0.624355129979605","p","o","“@bobby_disney: who thinks the AP quiz is on wed and not fri 😳👊 me me” 😩😩😩😩 exactly right"
"0.6239458305058293","p","o","@ibn_umaru i knew u will like it- my disney twin.... nd no i am still awake 😨😩"
"0.6235360393215656","p","p","Growing old is mandatory but growing up is optional -Walt Disney"
"0.619241804733675","p","n","Why do they put deaths in Disney movies ? Like in Tarzan the mammas baby gets eaten by a cheetah. & in lion king Mufasa dies."
"0.618414563451618","p","p","Watching frozen makes so happy and excited for the disney college program 😢😍💕"
"0.611801769803015","p","p","Disney World in December w Fam ❤️❄️"
"0.6048365605376971","p","p","“All our dreams can come true... if we have the courage to pursue them.”  - Walt Disney"
"0.60433119563988","p","p","I already got a web interview for the Disney College Program 🙆"
"0.6035063234128631","p","p","I'm in a Disney mood I feel like watchin Up Up & Away or Seventeen again"
"0.6033891464771243","p","p","I really need someone to go to Disney with 😪"
"0.6032636090038658","p","n","@reannaaa__ I would watch some of the old disney stuff i grew up on if i could sometimes too😂 does that make me 6 too? Lmao"
"0.6017778434793174","p","p","This is why I always watch Disney channel"
"0.6015801384331116","p","p","Watching disney movies gets me so excited for February 🎉"
"0.6012541218324234","p","n","Nicholas Sparks and Disney are single handedly responsible for girls and their unrealistic ideals and standards about guys and love"
"0.6004189818535128","p","p","all these disney songs make me want 2 be ten again"
"0.5992782487853849","p","p","I don't even care this is one of my favourite tunes lol. #frozen #letitgo #disney https://t.co/GHjMdrNCJD"
"0.598429975615522","p","n","Hollywood Studios is definitely my favourite Disney park"
"0.5961521377572031","p","n","I'm just gonna watch Disney movies for the rest of the day and eat. I have a sad life 😂😂😅"
"0.5919301936690726","p","p","WHO IS READY FOR DISNEY WORLD 2015!?!!!! #ahhhhhhhh @Mkubrak @amyekstrom #christina"
"0.5918338205636976","p","p","ON A GOOD NOTE Monsters Inc is on disney channel"
"0.5890893460948302","p","n","I don't have anything to do for disney day"
"0.5881271430564129","p","p","Monste® inc the best movie on disney I could ever watch 👌"
"0.5876151971100531","p","p","Just started Disney movie #4 🙌"
"0.5871013250845112","p","p","@JascnMomoa YAAAAY. Lola and I can go all Disney mad."
"0.5870239592819987","p","o","I'm tweeting Disney Wine & Dine Half times for DIANE WILSHERE in real time on race day. RunDisney"
"0.5865360482584606","p","n","the demonization of wolves and big cats in disney movies really kills me sometimes."
"0.5854805659666527","p","n","It is interesting to break down how men are portrayed in Disney movies since the focus in normally on the womens' portrayal #sp0007"
"0.5822632920920205","p","o","I was in the Disney shop in Florida the other day and thought of you🇺🇸😘🙌☀️ @SamanthaFaiers http://t.co/lerhqCVEyt"
"0.5804927281164116","p","n","@netflix Please help bring back this marvelous series for its final 2.5 Seasons by convincing disney there is demand for more episodes."
"0.5797945546274919","p","o","emma and regina together is good. even disney is changing the rules. you should too!"
"0.578549360941231","p","p","I'm so in love with the Disney Vera Bradley purse that Eric got me for my birthday 💕 It's FULL of… http://t.co/Vuh3K7qzb9"
"0.5769186357153933","p","p","Guys my parents and I rode every ride at Disney studios and were still standing (sitting) at Fantasmic. #disneychamps #GoodpastersTakeFL2014"
"0.5763622445859404","p","p","Hannah ❤❤👏 gracias disney"
"0.5762672398979554","p","p","Camp Rock will forever be my favorite Disney movie"
"0.5748322378451445","p","o","The fam decided to go to Florida and Disney for two weeks without me and @jamjam_05 .. Even Duncan took the road trip 😒💔"
"0.574742083527939","p","o","@karluhh 😂 😂did you ever here my Disney channel one?"
"0.5743362368761594","p","o","Find the hero in all of us w/ #PlanesFireandRescueSweeps ! Pre-order the movie on Blu-ray & Digital HD http://t.co/awZwRgXBWe #ad"
"0.5734477951857577","p","p","Tangled has to be my top disney movie these days"
"0.5703643931428023","p","p","Somehow I missed the re release of Sleeping Beauty. I'm failing my Disney Classics collection."
"0.568816622380546","p","p","Hi I'm Hannah Montana and you're watching Disney channel💞💘💘"
"0.5681225879471637","p","n","Disney's Pocahontas is definitely the reason why I couldn't use a compass properly for a large portion of my life."
"0.5674989790183766","p","o","Disney channel says I'm a princess. It must be true 👑"
"0.5671268233978718","p","p","Disney movies, my kind of Sunday 👌"
"0.5668344733232429","p","o","@cyrusaturdays i have no idea how you do it on your phone 😂💖"
"0.5660329773303759","p","n","Glad I got to go to Disney before the Sorcerer's Hat is removed! 😭"
"0.5655798234909631","p","n","I can't find my Disney pass :("
"0.5640273747721009","p","p","Disney Disney 💕🐭💕"
"0.5629518851694807","p","p","k now to watch my fave disney movie

TARZAANNNN"
"0.5629419478198231","p","p","So jealous my 7 year old sister saw the frozen Christmas display at Disney land! 😩"
"0.5627537898666759","p","p","Really excited cause Abby said her mom is getting her family Disney passes🙌"
"0.5613530331016","p","o","I keep on thinking that Aiman is someone else with that Disney avi"
"0.558149929857222","p","p","take me to Disney so i know its real"
"0.5580746731196061","p","n","And I'm taking him to Disney on ice this Saturday coming up 😒 kids expensive I don't have no more 😂😂😂"
"0.5571759612420081","p","p","Ya... I'm kinda disney obsessed 😁😁 #101dalmatiens #cinderella #TheLittleMermaid"
"0.5553754970922975","p","p","All our dreams can come true if we have the courage to pursue them. ~Walt Disney
#day35 #100happydays… http://t.co/f7xpYyjV6d"
"0.5536024092680629","p","p","David and I get to be like those couples that go to Disney together regularly and I'm ready to rub it in some faces"
"0.5530363627765142","p","p","Spent the whole day watching Disney Jr. And playing with my bro .
Loved it❤️😌"
"0.5528269550973612","p","o","lmao hilarious moment from Disney, but on Friday we were in Fantasyland and for some reason there was no one around? But this woman came"
"0.5515416867123634","p","o","@MoxyCoxy24 awwwww 😍. It's funny how you tagged me in that because I was watching Disney movies in the am"
"0.5514982066684039","p","o","When I get stressed I sit in my underwear, disney sweater, beanie, & watch disney movies 😂💖"
"0.5499472741075985","p","o","Ive named him Jahsean and his room mate is a public speaking major who practices his speeches by rapping them to Disney tunes"
"0.5476402305249326","p","o","@Sherlock_x0 I am probably wrong but that's not the old Disney Channel movie with 3 witches in it is it?"
